"id","idade","genero","estado_civil","renda_familiar","frequencia_cinema","cenario","preco_pequena","preco_media","preco_grande","escolha","valor_gasto","satisfacao","recompra"
1060,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1061,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1062,"36-45","Masculino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1063,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1064,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1065,"18-25","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1066,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1067,"36-45","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1068,"18-25","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1069,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1070,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1071,"26-35","Masculino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1072,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1073,"26-35","Masculino","Casado","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1074,"46+","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1075,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1076,"26-35","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1077,"46+","Masculino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1078,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1079,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1080,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1081,"18-25","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1082,"46+","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1083,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1084,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1085,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1086,"18-25","Feminino","Casado","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1087,"46+","Feminino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1088,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1089,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1090,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1091,"46+","Feminino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1092,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1093,"36-45","Feminino","Outros","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1094,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1095,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1096,"26-35","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1097,"26-35","Feminino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1098,"18-25","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Não"
1099,"46+","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1100,"26-35","Masculino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1101,"18-25","Masculino","Outros","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1102,"26-35","Feminino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1103,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1104,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1105,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Sim"
1106,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1107,"36-45","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1108,"18-25","Masculino","Casado","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1109,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1110,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1111,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1112,"18-25","Feminino","Solteiro","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1113,"46+","Masculino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1114,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1115,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1116,"18-25","Masculino","Outros","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1117,"36-45","Feminino","Outros","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1118,"36-45","Feminino","Casado","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1119,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1120,"46+","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1121,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1122,"46+","Feminino","Solteiro","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
1123,"26-35","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1124,"18-25","Masculino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1125,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1126,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1127,"26-35","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1128,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1129,"18-25","Masculino","Solteiro","Acima 10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1130,"26-35","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1131,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1132,"26-35","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1133,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1134,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1135,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1136,"26-35","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1137,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1138,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1139,"18-25","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1140,"26-35","Masculino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1141,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1142,"46+","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1143,"18-25","Feminino","Casado","Acima 10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1144,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1145,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1146,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1147,"18-25","Masculino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1148,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1149,"18-25","Feminino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1150,"18-25","Feminino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1151,"36-45","Masculino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1152,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1153,"46+","Feminino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1154,"36-45","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1155,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1156,"46+","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1157,"26-35","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1158,"26-35","Masculino","Outros","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1159,"36-45","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1160,"18-25","Feminino","Outros","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1161,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1162,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1163,"18-25","Feminino","Outros","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1164,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1165,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1166,"18-25","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1167,"18-25","Masculino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1168,"18-25","Feminino","Casado","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1169,"26-35","Feminino","Casado","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1170,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1171,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1172,"26-35","Feminino","Outros","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1173,"36-45","Feminino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1174,"36-45","Masculino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1175,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1176,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1177,"18-25","Masculino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
1178,"46+","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1179,"26-35","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1180,"46+","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1181,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1182,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1183,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1184,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1185,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1186,"36-45","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1187,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1188,"26-35","Feminino","Casado","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1189,"18-25","Masculino","Casado","5-10 SM","Semanalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1190,"46+","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1191,"26-35","Feminino","Outros","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1192,"26-35","Feminino","Casado","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1193,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1194,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1195,"46+","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1196,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1197,"18-25","Masculino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1198,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1199,"36-45","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1200,"18-25","Masculino","Solteiro","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1201,"18-25","Feminino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1202,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1203,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1204,"18-25","Feminino","Solteiro","Acima 10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Sim"
1205,"36-45","Masculino","Casado","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1206,"46+","Feminino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1207,"36-45","Feminino","Casado","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Não"
1208,"26-35","Feminino","Solteiro","Acima 10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1209,"18-25","Masculino","Casado","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1210,"26-35","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1211,"46+","Masculino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1212,"46+","Feminino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Baixa","Não"
1213,"18-25","Feminino","Casado","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1214,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1215,"36-45","Feminino","Casado","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1216,"26-35","Feminino","Solteiro","2-5 SM","Semanalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1217,"18-25","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1218,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Sim"
1219,"18-25","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1220,"36-45","Masculino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1221,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1222,"26-35","Feminino","Outros","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1223,"26-35","Masculino","Casado","5-10 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1224,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1225,"46+","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1226,"36-45","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1227,"26-35","Masculino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1228,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1229,"36-45","Masculino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1230,"26-35","Masculino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Sim"
1231,"36-45","Feminino","Solteiro","Até 2 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1232,"18-25","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1233,"18-25","Masculino","Solteiro","Acima 10 SM","Mensalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1234,"36-45","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1235,"36-45","Feminino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1236,"26-35","Masculino","Solteiro","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Não"
1237,"26-35","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1238,"26-35","Feminino","Solteiro","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1239,"26-35","Masculino","Casado","5-10 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1240,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1241,"36-45","Feminino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1242,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1243,"36-45","Feminino","Outros","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1244,"46+","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1245,"18-25","Feminino","Solteiro","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1246,"36-45","Feminino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1247,"26-35","Feminino","Solteiro","5-10 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1248,"36-45","Feminino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1249,"18-25","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1250,"36-45","Masculino","Solteiro","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1251,"26-35","Feminino","Casado","Até 2 SM","Semanalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1252,"36-45","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1253,"18-25","Feminino","Solteiro","5-10 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1254,"18-25","Masculino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Não"
1255,"26-35","Masculino","Casado","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Grande",18,"Média","Não"
1256,"18-25","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1257,"26-35","Feminino","Casado","Até 2 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Não"
1258,"18-25","Feminino","Solteiro","Acima 10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1259,"18-25","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1260,"46+","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1261,"26-35","Feminino","Casado","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Pequena",12,"Média","Sim"
1262,"26-35","Masculino","Solteiro","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Baixa","Não"
1263,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1264,"18-25","Masculino","Outros","5-10 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Não"
1265,"18-25","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1266,"26-35","Masculino","Solteiro","2-5 SM","Semanalmente","Três_opcoes",12,16,18,"Média",16,"Média","Não"
1267,"36-45","Masculino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1268,"26-35","Feminino","Solteiro","Até 2 SM","Mensalmente","Duas_opcoes",12,16,18,"Grande",18,"Média","Sim"
1269,"46+","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1270,"18-25","Masculino","Solteiro","2-5 SM","Mensalmente","Três_opcoes",12,16,18,"Média",16,"Alta","Sim"
1271,"18-25","Masculino","Solteiro","5-10 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1272,"26-35","Masculino","Casado","Até 2 SM","Raramente","Duas_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1273,"18-25","Feminino","Solteiro","2-5 SM","Quinzenalmente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1274,"18-25","Feminino","Outros","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Não"
1275,"26-35","Feminino","Casado","2-5 SM","Mensalmente","Duas_opcoes",12,16,18,"Pequena",12,"Média","Não"
1276,"26-35","Feminino","Solteiro","2-5 SM","Raramente","Três_opcoes",12,16,18,"Grande",18,"Alta","Sim"
1277,"18-25","Masculino","Outros","Até 2 SM","Raramente","Três_opcoes",12,16,18,"Pequena",12,"Alta","Sim"
1278,"26-35","Feminino","Solteiro","Até 2 SM","Quinzenalmente","Três_opcoes",12,16,18,"Média",16,"Baixa","Sim"
1279,"18-25","Masculino","Solteiro","2-5 SM","Quinzenalmente","Duas_opcoes",12,16,18,"Grande",18,"Alta","Sim"
